transaction_id,customer_id,merchant_id,amount,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description,hour,day_of_week,month,card_type_enc,location_enc,purchase_category_enc,predicted_is_fraudulent
240,1040,2052,7899.39,1,Visa,City-41,Gas Station,65,Purchase at Merchant-2052,0,6,1,3,35,0,1
241,1052,2080,6948.92,0,American Express,City-47,Online Shopping,27,Purchase at Merchant-2080,0,6,1,0,41,2,0
242,1086,2055,5485.49,1,Visa,City-15,Online Shopping,60,Purchase at Merchant-2055,0,6,1,3,6,2,1
243,1084,2077,903.84,1,Discover,City-23,Travel,33,Purchase at Merchant-2077,0,6,1,1,15,5,1
244,1048,2034,2080.47,0,American Express,City-7,Restaurant,30,Purchase at Merchant-2034,0,6,1,0,47,3,0
245,1057,2020,1599.01,1,American Express,City-31,Online Shopping,42,Purchase at Merchant-2020,0,6,1,0,24,2,1
246,1067,2012,7630.01,0,MasterCard,City-9,Online Shopping,26,Purchase at Merchant-2012,0,6,1,2,49,2,0
247,1058,2048,8687.96,1,Discover,City-42,Travel,49,Purchase at Merchant-2048,0,6,1,1,36,5,1
248,1016,2022,2281.69,1,Discover,City-13,Groceries,19,Purchase at Merchant-2022,0,6,1,1,4,1,0
249,1032,2073,574.58,1,Visa,City-43,Online Shopping,43,Purchase at Merchant-2073,0,6,1,3,37,2,1
250,1029,2016,6838.38,1,Discover,City-25,Gas Station,41,Purchase at Merchant-2016,0,6,1,1,17,0,1
251,1009,2002,252.01,1,MasterCard,City-33,Gas Station,67,Purchase at Merchant-2002,0,6,1,2,26,0,1
252,1044,2092,6432.6,0,Discover,City-24,Online Shopping,33,Purchase at Merchant-2092,0,6,1,1,16,2,0
253,1003,2068,6975.9,1,Discover,City-3,Travel,61,Purchase at Merchant-2068,0,6,1,1,22,5,1
254,1076,2056,4792.15,0,MasterCard,City-17,Groceries,53,Purchase at Merchant-2056,0,6,1,2,8,1,0
255,1071,2099,431.34,1,Visa,City-47,Retail,22,Purchase at Merchant-2099,0,6,1,3,41,4,1
256,1030,2059,7587.69,1,American Express,City-48,Retail,31,Purchase at Merchant-2059,0,6,1,0,42,4,1
257,1076,2087,9500.16,0,Discover,City-43,Travel,69,Purchase at Merchant-2087,0,6,1,1,37,5,1
258,1029,2064,9544.67,0,Discover,City-20,Groceries,48,Purchase at Merchant-2064,0,6,1,1,12,1,0
259,1001,2016,1385.35,1,American Express,City-35,Groceries,52,Purchase at Merchant-2016,0,6,1,0,28,1,1
260,1010,2029,3201.4,0,Visa,City-24,Groceries,55,Purchase at Merchant-2029,0,6,1,3,16,1,1
261,1091,2092,3881.38,1,American Express,City-11,Groceries,39,Purchase at Merchant-2092,0,6,1,0,2,1,1
262,1081,2027,6346.96,1,American Express,City-25,Online Shopping,42,Purchase at Merchant-2027,0,6,1,0,17,2,1
263,1008,2025,3964.13,0,American Express,City-4,Gas Station,62,Purchase at Merchant-2025,0,6,1,0,33,0,0
264,1030,2035,5107.37,0,Discover,City-41,Gas Station,26,Purchase at Merchant-2035,0,6,1,1,35,0,0
265,1009,2037,2903.5,0,Discover,City-49,Travel,30,Purchase at Merchant-2037,0,6,1,1,43,5,0
266,1005,2096,244.9,0,Visa,City-10,Travel,38,Purchase at Merchant-2096,0,6,1,3,1,5,0
267,1043,2064,7150.27,0,MasterCard,City-47,Gas Station,36,Purchase at Merchant-2064,0,6,1,2,41,0,0
268,1010,2049,4155.24,1,American Express,City-16,Groceries,32,Purchase at Merchant-2049,0,6,1,0,7,1,1
269,1066,2017,688.94,1,Discover,City-22,Retail,41,Purchase at Merchant-2017,0,6,1,1,14,4,1
270,1031,2056,2009.24,1,American Express,City-19,Online Shopping,59,Purchase at Merchant-2056,0,6,1,0,10,2,1
271,1036,2027,369.7,0,Visa,City-42,Retail,22,Purchase at Merchant-2027,0,6,1,3,36,4,0
272,1086,2077,2302.76,0,American Express,City-31,Groceries,28,Purchase at Merchant-2077,0,6,1,0,24,1,0
273,1063,2028,4919.74,0,MasterCard,City-10,Travel,55,Purchase at Merchant-2028,0,6,1,2,1,5,0
274,1028,2037,3500.32,1,Discover,City-11,Online Shopping,19,Purchase at Merchant-2037,0,6,1,1,2,2,1
275,1070,2094,815.47,0,American Express,City-17,Travel,37,Purchase at Merchant-2094,0,6,1,0,8,5,1
276,1017,2087,8817.65,1,MasterCard,City-3,Online Shopping,41,Purchase at Merchant-2087,0,6,1,2,22,2,1
277,1093,2025,5096.39,0,Visa,City-21,Retail,52,Purchase at Merchant-2025,0,6,1,3,13,4,1
278,1074,2054,8292.08,0,American Express,City-47,Gas Station,69,Purchase at Merchant-2054,0,6,1,0,41,0,0
279,1074,2024,3977.84,1,Visa,City-24,Gas Station,54,Purchase at Merchant-2024,0,6,1,3,16,0,1
280,1061,2053,1531.04,0,Discover,City-16,Online Shopping,69,Purchase at Merchant-2053,0,6,1,1,7,2,0
281,1032,2019,83.43,0,MasterCard,City-3,Retail,44,Purchase at Merchant-2019,0,6,1,2,22,4,0
282,1061,2004,6280.52,1,Discover,City-49,Restaurant,32,Purchase at Merchant-2004,0,6,1,1,43,3,1
283,1053,2038,6231.69,1,MasterCard,City-26,Gas Station,63,Purchase at Merchant-2038,0,6,1,2,18,0,1
284,1025,2034,2663.81,0,American Express,City-5,Restaurant,53,Purchase at Merchant-2034,0,6,1,0,44,3,0
285,1013,2031,3749.26,0,MasterCard,City-8,Gas Station,40,Purchase at Merchant-2031,0,6,1,2,48,0,0
286,1013,2080,3890.31,1,Visa,City-15,Retail,56,Purchase at Merchant-2080,0,6,1,3,6,4,0
287,1085,2058,8349.88,0,MasterCard,City-40,Gas Station,41,Purchase at Merchant-2058,0,6,1,2,34,0,1
288,1056,2032,7544.17,0,MasterCard,City-2,Restaurant,26,Purchase at Merchant-2032,0,6,1,2,11,3,0
289,1046,2048,2570.22,1,MasterCard,City-1,Retail,36,Purchase at Merchant-2048,0,6,1,2,0,4,0
290,1055,2075,1965.77,1,MasterCard,City-18,Restaurant,70,Purchase at Merchant-2075,0,6,1,2,9,3,1
291,1053,2088,8980.3,0,MasterCard,City-24,Travel,21,Purchase at Merchant-2088,0,6,1,2,16,5,1
292,1060,2083,3932.4,0,Visa,City-42,Online Shopping,39,Purchase at Merchant-2083,0,6,1,3,36,2,0
293,1094,2059,6508.12,0,American Express,City-34,Restaurant,20,Purchase at Merchant-2059,0,6,1,0,27,3,0
294,1007,2011,4521.98,0,Visa,City-39,Online Shopping,21,Purchase at Merchant-2011,0,6,1,3,32,2,0
295,1087,2002,4460.98,1,Visa,City-9,Retail,35,Purchase at Merchant-2002,0,6,1,3,49,4,0
296,1084,2061,9677.67,0,Discover,City-31,Online Shopping,70,Purchase at Merchant-2061,0,6,1,1,24,2,0
297,1083,2018,6721.75,1,Visa,City-24,Travel,38,Purchase at Merchant-2018,0,6,1,3,16,5,1
298,1013,2042,7702.47,1,MasterCard,City-41,Retail,68,Purchase at Merchant-2042,0,6,1,2,35,4,0
299,1008,2089,2053.85,0,MasterCard,City-11,Groceries,23,Purchase at Merchant-2089,0,6,1,2,2,1,0
300,1052,2051,1135.81,0,Visa,City-13,Gas Station,65,Purchase at Merchant-2051,0,6,1,3,4,0,0
301,1094,2088,3880.65,1,American Express,City-18,Restaurant,68,Purchase at Merchant-2088,0,6,1,0,9,3,1
302,1044,2028,1076.23,0,American Express,City-4,Gas Station,19,Purchase at Merchant-2028,0,6,1,0,33,0,0
303,1014,2092,9331.5,0,American Express,City-33,Restaurant,64,Purchase at Merchant-2092,0,6,1,0,26,3,0
304,1032,2050,2063.78,1,American Express,City-32,Travel,43,Purchase at Merchant-2050,0,6,1,0,25,5,1
305,1025,2091,7600.0,1,Discover,City-3,Groceries,59,Purchase at Merchant-2091,0,6,1,1,22,1,1
306,1025,2055,7359.67,0,Discover,City-49,Online Shopping,42,Purchase at Merchant-2055,0,6,1,1,43,2,1
307,1069,2095,2993.11,1,Discover,City-24,Retail,66,Purchase at Merchant-2095,0,6,1,1,16,4,1
308,1058,2077,6900.6,0,Visa,City-27,Online Shopping,44,Purchase at Merchant-2077,0,6,1,3,19,2,0
309,1018,2033,2151.28,1,American Express,City-36,Gas Station,18,Purchase at Merchant-2033,0,6,1,0,29,0,1
310,1055,2010,5936.65,0,American Express,City-43,Groceries,41,Purchase at Merchant-2010,0,6,1,0,37,1,0
311,1024,2013,3040.67,0,Visa,City-15,Groceries,53,Purchase at Merchant-2013,0,6,1,3,6,1,0
312,1036,2072,4643.16,1,Discover,City-15,Gas Station,50,Purchase at Merchant-2072,0,6,1,1,6,0,1
313,1060,2008,6481.82,0,Discover,City-22,Online Shopping,20,Purchase at Merchant-2008,0,6,1,1,14,2,0
314,1032,2007,2305.8,0,Discover,City-24,Gas Station,55,Purchase at Merchant-2007,0,6,1,1,16,0,0
315,1010,2043,8903.16,0,Visa,City-23,Restaurant,38,Purchase at Merchant-2043,0,6,1,3,15,3,0
316,1057,2031,8437.19,0,American Express,City-26,Travel,54,Purchase at Merchant-2031,0,6,1,0,18,5,1
317,1071,2061,2175.89,0,American Express,City-16,Online Shopping,28,Purchase at Merchant-2061,0,6,1,0,7,2,0
318,1013,2046,247.89,0,Discover,City-33,Retail,59,Purchase at Merchant-2046,0,6,1,1,26,4,0
319,1007,2078,133.48,1,MasterCard,City-24,Restaurant,34,Purchase at Merchant-2078,0,6,1,2,16,3,0
320,1084,2086,8297.58,1,Visa,City-38,Retail,31,Purchase at Merchant-2086,0,6,1,3,31,4,0
321,1070,2077,8604.98,0,Visa,City-36,Retail,55,Purchase at Merchant-2077,0,6,1,3,29,4,0
322,1002,2091,2071.46,0,Discover,City-5,Gas Station,58,Purchase at Merchant-2091,0,6,1,1,44,0,0
323,1012,2096,9468.48,0,American Express,City-34,Online Shopping,59,Purchase at Merchant-2096,0,6,1,0,27,2,0
324,1097,2006,3891.83,0,American Express,City-50,Online Shopping,50,Purchase at Merchant-2006,0,6,1,0,45,2,1
325,1031,2001,3280.31,1,Discover,City-10,Retail,23,Purchase at Merchant-2001,0,6,1,1,1,4,0
326,1022,2033,9842.45,0,Discover,City-36,Travel,39,Purchase at Merchant-2033,0,6,1,1,29,5,0
327,1053,2065,6022.11,0,Discover,City-17,Restaurant,51,Purchase at Merchant-2065,0,6,1,1,8,3,0
328,1063,2080,1660.92,0,Discover,City-14,Gas Station,58,Purchase at Merchant-2080,0,6,1,1,5,0,0
329,1062,2049,4921.91,0,Discover,City-40,Groceries,50,Purchase at Merchant-2049,0,6,1,1,34,1,1
330,1028,2039,5612.69,0,American Express,City-37,Gas Station,33,Purchase at Merchant-2039,0,6,1,0,30,0,0
331,1052,2051,2860.57,0,Discover,City-50,Groceries,28,Purchase at Merchant-2051,0,6,1,1,45,1,0
332,1008,2086,9867.94,1,Discover,City-29,Groceries,27,Purchase at Merchant-2086,0,6,1,1,21,1,1
333,1022,2048,8575.02,0,Discover,City-20,Travel,41,Purchase at Merchant-2048,0,6,1,1,12,5,0
334,1049,2017,2492.7,1,Discover,City-34,Restaurant,70,Purchase at Merchant-2017,0,6,1,1,27,3,1
335,1001,2072,6167.54,1,American Express,City-25,Online Shopping,49,Purchase at Merchant-2072,0,6,1,0,17,2,1
336,1050,2006,8845.28,0,Discover,City-38,Gas Station,21,Purchase at Merchant-2006,0,6,1,1,31,0,0
337,1034,2075,8528.29,0,Discover,City-36,Gas Station,28,Purchase at Merchant-2075,0,6,1,1,29,0,0
338,1059,2023,6196.57,0,Visa,City-3,Retail,25,Purchase at Merchant-2023,0,6,1,3,22,4,0
339,1037,2034,8573.09,0,American Express,City-3,Gas Station,24,Purchase at Merchant-2034,0,6,1,0,22,0,0
340,1055,2022,9468.4,0,MasterCard,City-23,Gas Station,44,Purchase at Merchant-2022,0,6,1,2,15,0,0
341,1090,2065,9302.29,0,Visa,City-46,Restaurant,52,Purchase at Merchant-2065,0,6,1,3,40,3,0
342,1094,2064,3041.43,1,American Express,City-24,Retail,65,Purchase at Merchant-2064,0,6,1,0,16,4,1
343,1072,2044,3820.39,1,MasterCard,City-32,Online Shopping,42,Purchase at Merchant-2044,0,6,1,2,25,2,1
344,1085,2060,5685.43,0,Discover,City-46,Gas Station,43,Purchase at Merchant-2060,0,6,1,1,40,0,1
345,1092,2017,1603.28,1,American Express,City-14,Retail,60,Purchase at Merchant-2017,0,6,1,0,5,4,1
346,1063,2012,544.84,0,American Express,City-13,Groceries,70,Purchase at Merchant-2012,0,6,1,0,4,1,0
347,1020,2041,2160.93,0,American Express,City-34,Retail,20,Purchase at Merchant-2041,0,6,1,0,27,4,0
348,1025,2091,1915.95,1,MasterCard,City-1,Travel,28,Purchase at Merchant-2091,0,6,1,2,0,5,1
349,1038,2068,4237.42,1,Visa,City-30,Groceries,70,Purchase at Merchant-2068,0,6,1,3,23,1,1
350,1028,2056,8765.68,1,Discover,City-40,Restaurant,52,Purchase at Merchant-2056,0,6,1,1,34,3,0
351,1008,2019,770.23,1,American Express,City-48,Travel,56,Purchase at Merchant-2019,0,6,1,0,42,5,1
352,1075,2034,4180.7,0,Visa,City-9,Travel,60,Purchase at Merchant-2034,0,6,1,3,49,5,0
353,1095,2015,233.72,1,American Express,City-26,Online Shopping,62,Purchase at Merchant-2015,0,6,1,0,18,2,1
354,1070,2041,7706.73,1,Discover,City-41,Travel,29,Purchase at Merchant-2041,0,6,1,1,35,5,1
355,1008,2006,8986.23,1,MasterCard,City-25,Travel,51,Purchase at Merchant-2006,0,6,1,2,17,5,1
356,1096,2017,3027.48,0,Discover,City-1,Travel,23,Purchase at Merchant-2017,0,6,1,1,0,5,0
357,1041,2064,2634.63,1,MasterCard,City-37,Retail,34,Purchase at Merchant-2064,0,6,1,2,30,4,1
358,1008,2036,9301.96,0,Discover,City-44,Retail,57,Purchase at Merchant-2036,0,6,1,1,38,4,1
359,1007,2096,8874.75,0,American Express,City-19,Groceries,50,Purchase at Merchant-2096,0,6,1,0,10,1,0
360,1075,2047,8007.56,0,American Express,City-1,Retail,56,Purchase at Merchant-2047,0,6,1,0,0,4,0
361,1062,2056,2054.61,1,American Express,City-20,Groceries,43,Purchase at Merchant-2056,0,6,1,0,12,1,0
362,1065,2037,9194.87,1,MasterCard,City-17,Online Shopping,40,Purchase at Merchant-2037,0,6,1,2,8,2,1
363,1068,2034,7445.16,0,MasterCard,City-30,Groceries,45,Purchase at Merchant-2034,0,6,1,2,23,1,1
364,1021,2079,6821.47,0,Visa,City-24,Retail,60,Purchase at Merchant-2079,0,6,1,3,16,4,0
365,1008,2098,313.37,0,Discover,City-2,Travel,55,Purchase at Merchant-2098,0,6,1,1,11,5,0
366,1066,2034,9311.12,0,Visa,City-7,Groceries,60,Purchase at Merchant-2034,0,6,1,3,47,1,0
367,1011,2067,4770.28,1,American Express,City-30,Groceries,24,Purchase at Merchant-2067,0,6,1,0,23,1,1
368,1024,2041,153.3,1,Visa,City-21,Gas Station,70,Purchase at Merchant-2041,0,6,1,3,13,0,1
369,1009,2056,870.09,1,Discover,City-1,Travel,63,Purchase at Merchant-2056,0,6,1,1,0,5,1
370,1077,2022,2355.68,0,MasterCard,City-22,Restaurant,48,Purchase at Merchant-2022,0,6,1,2,14,3,0
371,1009,2041,8699.22,1,Discover,City-27,Travel,53,Purchase at Merchant-2041,0,6,1,1,19,5,1
372,1087,2095,5801.97,1,MasterCard,City-44,Gas Station,25,Purchase at Merchant-2095,0,6,1,2,38,0,1
373,1031,2063,5578.87,1,Discover,City-26,Restaurant,66,Purchase at Merchant-2063,0,6,1,1,18,3,1
374,1052,2098,2707.97,1,American Express,City-23,Travel,41,Purchase at Merchant-2098,0,6,1,0,15,5,1
375,1016,2020,7031.74,1,Visa,City-21,Retail,34,Purchase at Merchant-2020,0,6,1,3,13,4,1
376,1073,2072,4802.45,1,Visa,City-34,Travel,61,Purchase at Merchant-2072,0,6,1,3,27,5,1
377,1032,2085,7317.03,0,Discover,City-39,Travel,66,Purchase at Merchant-2085,0,6,1,1,32,5,0
378,1075,2082,1541.42,1,Discover,City-49,Groceries,53,Purchase at Merchant-2082,0,6,1,1,43,1,1
379,1077,2057,660.93,0,MasterCard,City-40,Gas Station,62,Purchase at Merchant-2057,0,6,1,2,34,0,0
380,1006,2007,6783.41,0,American Express,City-41,Travel,30,Purchase at Merchant-2007,0,6,1,0,35,5,0
381,1080,2025,308.68,1,Discover,City-48,Groceries,42,Purchase at Merchant-2025,0,6,1,1,42,1,1
382,1011,2020,4979.26,1,Discover,City-3,Retail,69,Purchase at Merchant-2020,0,6,1,1,22,4,0
383,1054,2007,8306.21,0,MasterCard,City-42,Online Shopping,23,Purchase at Merchant-2007,0,6,1,2,36,2,0
384,1085,2030,4130.12,0,Visa,City-26,Groceries,65,Purchase at Merchant-2030,0,6,1,3,18,1,0
385,1075,2024,9729.34,0,MasterCard,City-21,Groceries,67,Purchase at Merchant-2024,0,6,1,2,13,1,0
386,1073,2005,5771.84,1,MasterCard,City-35,Groceries,22,Purchase at Merchant-2005,0,6,1,2,28,1,1
387,1067,2061,449.9,1,Visa,City-26,Retail,38,Purchase at Merchant-2061,0,6,1,3,18,4,1
388,1041,2034,639.47,1,American Express,City-38,Groceries,33,Purchase at Merchant-2034,0,6,1,0,31,1,1
389,1034,2021,7697.64,1,MasterCard,City-32,Groceries,53,Purchase at Merchant-2021,0,6,1,2,25,1,1
390,1027,2091,2815.42,1,Visa,City-48,Restaurant,32,Purchase at Merchant-2091,0,6,1,3,42,3,1
391,1086,2060,2822.87,1,MasterCard,City-46,Travel,32,Purchase at Merchant-2060,0,6,1,2,40,5,1
392,1092,2056,4796.92,0,Visa,City-46,Gas Station,42,Purchase at Merchant-2056,0,6,1,3,40,0,1
393,1041,2015,8021.39,1,MasterCard,City-9,Groceries,42,Purchase at Merchant-2015,0,6,1,2,49,1,0
394,1031,2064,253.88,0,MasterCard,City-11,Groceries,66,Purchase at Merchant-2064,0,6,1,2,2,1,1
395,1034,2006,2726.9,1,MasterCard,City-13,Groceries,58,Purchase at Merchant-2006,0,6,1,2,4,1,1
396,1051,2057,8721.2,1,Visa,City-11,Gas Station,67,Purchase at Merchant-2057,0,6,1,3,2,0,1
397,1017,2046,2355.84,0,Visa,City-19,Gas Station,37,Purchase at Merchant-2046,0,6,1,3,10,0,1
398,1086,2091,4485.41,0,Visa,City-12,Gas Station,36,Purchase at Merchant-2091,0,6,1,3,3,0,0
399,1083,2072,29.47,0,Visa,City-3,Travel,55,Purchase at Merchant-2072,0,6,1,3,22,5,0
400,1039,2063,6505.32,0,American Express,City-17,Restaurant,30,Purchase at Merchant-2063,0,6,1,0,8,3,0
401,1059,2059,8736.47,0,Visa,City-16,Retail,36,Purchase at Merchant-2059,0,6,1,3,7,4,1
402,1041,2064,8355.57,1,Discover,City-2,Retail,47,Purchase at Merchant-2064,0,6,1,1,11,4,0
403,1097,2015,4359.09,1,American Express,City-4,Travel,62,Purchase at Merchant-2015,0,6,1,0,33,5,1
404,1010,2093,9521.94,0,American Express,City-26,Retail,36,Purchase at Merchant-2093,0,6,1,0,18,4,0
405,1002,2019,4890.39,1,American Express,City-16,Groceries,32,Purchase at Merchant-2019,0,6,1,0,7,1,1
406,1059,2016,2322.89,0,American Express,City-45,Travel,21,Purchase at Merchant-2016,0,6,1,0,39,5,0
407,1080,2045,8486.08,0,Discover,City-5,Gas Station,32,Purchase at Merchant-2045,0,6,1,1,44,0,0
408,1073,2012,482.47,0,American Express,City-37,Gas Station,36,Purchase at Merchant-2012,0,6,1,0,30,0,0
409,1013,2027,3646.71,0,American Express,City-7,Online Shopping,59,Purchase at Merchant-2027,0,6,1,0,47,2,0
410,1010,2037,5984.51,0,MasterCard,City-3,Travel,27,Purchase at Merchant-2037,0,6,1,2,22,5,0
411,1069,2024,4568.01,0,American Express,City-28,Online Shopping,45,Purchase at Merchant-2024,0,6,1,0,20,2,0
412,1028,2022,4730.03,0,American Express,City-37,Groceries,47,Purchase at Merchant-2022,0,6,1,0,30,1,0
413,1065,2096,1647.31,1,MasterCard,City-31,Gas Station,53,Purchase at Merchant-2096,0,6,1,2,24,0,1
414,1034,2066,6589.43,1,Discover,City-7,Travel,65,Purchase at Merchant-2066,0,6,1,1,47,5,1
415,1017,2035,3719.01,1,Visa,City-48,Online Shopping,67,Purchase at Merchant-2035,0,6,1,3,42,2,1
416,1045,2073,5514.73,0,American Express,City-16,Gas Station,35,Purchase at Merchant-2073,0,6,1,0,7,0,0
417,1009,2085,1465.5,1,Visa,City-25,Groceries,69,Purchase at Merchant-2085,0,6,1,3,17,1,1
418,1032,2075,7354.6,1,American Express,City-49,Online Shopping,39,Purchase at Merchant-2075,0,6,1,0,43,2,1
419,1048,2028,3474.41,1,MasterCard,City-16,Gas Station,69,Purchase at Merchant-2028,0,6,1,2,7,0,1
420,1037,2075,1747.89,0,Discover,City-22,Online Shopping,43,Purchase at Merchant-2075,0,6,1,1,14,2,0
421,1021,2001,4023.77,1,Discover,City-38,Online Shopping,45,Purchase at Merchant-2001,0,6,1,1,31,2,1
422,1057,2068,4680.17,0,American Express,City-6,Online Shopping,64,Purchase at Merchant-2068,0,6,1,0,46,2,0
423,1070,2099,3480.9,0,American Express,City-49,Gas Station,22,Purchase at Merchant-2099,0,6,1,0,43,0,0
424,1091,2074,2931.57,0,Discover,City-43,Groceries,24,Purchase at Merchant-2074,0,6,1,1,37,1,0
425,1039,2024,8144.13,0,MasterCard,City-6,Groceries,67,Purchase at Merchant-2024,0,6,1,2,46,1,0
426,1079,2054,7519.08,1,American Express,City-20,Online Shopping,39,Purchase at Merchant-2054,0,6,1,0,12,2,1
427,1084,2010,4950.16,0,Visa,City-46,Retail,40,Purchase at Merchant-2010,0,6,1,3,40,4,0
428,1068,2032,5427.26,1,Discover,City-10,Travel,43,Purchase at Merchant-2032,0,6,1,1,1,5,1
429,1002,2099,3609.69,0,MasterCard,City-4,Gas Station,53,Purchase at Merchant-2099,0,6,1,2,33,0,0
430,1086,2064,4322.8,0,Discover,City-10,Travel,59,Purchase at Merchant-2064,0,6,1,1,1,5,1
431,1071,2087,6025.5,0,Visa,City-36,Restaurant,22,Purchase at Merchant-2087,0,6,1,3,29,3,0
432,1039,2013,8848.88,1,MasterCard,City-26,Groceries,44,Purchase at Merchant-2013,0,6,1,2,18,1,1
433,1085,2043,3334.71,1,American Express,City-7,Groceries,18,Purchase at Merchant-2043,0,6,1,0,47,1,1
434,1014,2004,3593.1,1,American Express,City-9,Gas Station,56,Purchase at Merchant-2004,0,6,1,0,49,0,0
435,1018,2037,4670.89,1,Discover,City-10,Online Shopping,42,Purchase at Merchant-2037,0,6,1,1,1,2,1
436,1034,2088,7539.5,0,Discover,City-14,Online Shopping,37,Purchase at Merchant-2088,0,6,1,1,5,2,0
437,1015,2088,8619.38,1,Discover,City-11,Restaurant,60,Purchase at Merchant-2088,0,6,1,1,2,3,1
438,1014,2016,1651.12,0,MasterCard,City-36,Retail,21,Purchase at Merchant-2016,0,6,1,2,29,4,0
439,1096,2051,437.13,0,MasterCard,City-27,Restaurant,41,Purchase at Merchant-2051,0,6,1,2,19,3,0
440,1071,2048,5068.47,1,American Express,City-44,Restaurant,46,Purchase at Merchant-2048,0,6,1,0,38,3,1
441,1020,2076,8598.52,0,Discover,City-49,Travel,50,Purchase at Merchant-2076,0,6,1,1,43,5,0
442,1035,2014,6254.38,1,American Express,City-8,Restaurant,49,Purchase at Merchant-2014,0,6,1,0,48,3,1
443,1037,2042,5991.94,0,Visa,City-18,Gas Station,45,Purchase at Merchant-2042,0,6,1,3,9,0,0
444,1078,2020,5406.71,0,Discover,City-1,Online Shopping,44,Purchase at Merchant-2020,0,6,1,1,0,2,0
445,1027,2004,8321.81,0,MasterCard,City-46,Restaurant,19,Purchase at Merchant-2004,0,6,1,2,40,3,0
446,1092,2011,1602.69,0,American Express,City-50,Online Shopping,66,Purchase at Merchant-2011,0,6,1,0,45,2,0
447,1044,2059,7989.37,0,Discover,City-9,Restaurant,67,Purchase at Merchant-2059,0,6,1,1,49,3,0
448,1027,2091,1403.82,1,Visa,City-41,Groceries,64,Purchase at Merchant-2091,0,6,1,3,35,1,1
449,1088,2085,8164.42,1,Visa,City-19,Retail,22,Purchase at Merchant-2085,0,6,1,3,10,4,1
450,1082,2062,2066.07,0,Visa,City-22,Online Shopping,48,Purchase at Merchant-2062,0,6,1,3,14,2,0
451,1034,2059,6935.22,0,Discover,City-20,Groceries,52,Purchase at Merchant-2059,0,6,1,1,12,1,1
452,1065,2081,826.62,0,MasterCard,City-9,Retail,28,Purchase at Merchant-2081,0,6,1,2,49,4,0
453,1063,2035,4195.57,0,American Express,City-10,Online Shopping,61,Purchase at Merchant-2035,0,6,1,0,1,2,0
454,1033,2077,1127.68,0,Discover,City-17,Gas Station,57,Purchase at Merchant-2077,0,6,1,1,8,0,0
455,1007,2085,5018.82,0,American Express,City-48,Retail,42,Purchase at Merchant-2085,0,6,1,0,42,4,0
456,1012,2001,429.36,1,Discover,City-39,Restaurant,24,Purchase at Merchant-2001,0,6,1,1,32,3,1
457,1082,2043,1047.11,1,Discover,City-10,Travel,36,Purchase at Merchant-2043,0,6,1,1,1,5,0
458,1055,2006,50.36,1,MasterCard,City-11,Travel,65,Purchase at Merchant-2006,0,6,1,2,2,5,1
459,1036,2084,9345.71,1,MasterCard,City-19,Gas Station,58,Purchase at Merchant-2084,0,6,1,2,10,0,1
460,1006,2080,6649.72,1,Discover,City-16,Travel,48,Purchase at Merchant-2080,0,6,1,1,7,5,0
461,1001,2058,1655.37,0,American Express,City-2,Restaurant,32,Purchase at Merchant-2058,0,6,1,0,11,3,0
462,1043,2042,2275.56,0,MasterCard,City-10,Gas Station,19,Purchase at Merchant-2042,0,6,1,2,1,0,0
463,1099,2094,7100.43,1,Discover,City-15,Gas Station,46,Purchase at Merchant-2094,0,6,1,1,6,0,1
464,1017,2094,3355.65,1,American Express,City-45,Travel,36,Purchase at Merchant-2094,0,6,1,0,39,5,1
465,1082,2073,1178.04,0,Visa,City-9,Retail,52,Purchase at Merchant-2073,0,6,1,3,49,4,0
